2024-06-28 14:12:14.143759;416;H=36;T=40;Hs=30.17457;sp=20;sf=12;rx_timestamp=332388355; rssi=-88; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:38:17.671677;656;H=59;T=28;Hs=26.75454;sp=20;sf=12;rx_timestamp=1201115076; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:38:37.638282;657;H=61;T=28;Hs=26.54079;sp=2;sf=7;rx_timestamp=1221373983; rssi=-103; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:39:00.793957;658;H=61;T=28;Hs=26.54079;sp=2;sf=12;rx_timestamp=1244416895; rssi=-104; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:39:20.172394;659;H=61;T=28;Hs=26.54079;sp=20;sf=7;rx_timestamp=1263609897; rssi=-87; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:40:03.670823;661;H=64;T=28;Hs=26.07767;sp=2;sf=7;rx_timestamp=1306909713; rssi=-100; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:40:26.712216;662;H=64;T=28;Hs=26.07767;sp=2;sf=12;rx_timestamp=1329950626; rssi=-98; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:40:46.212812;663;H=64;T=28;Hs=26.07767;sp=20;sf=7;rx_timestamp=1349147629; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:41:09.203845;664;H=64;T=28;Hs=26.07767;sp=20;sf=12;rx_timestamp=1372188549; rssi=-85; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:41:29.201666;665;H=64;T=28;Hs=26.00641;sp=2;sf=7;rx_timestamp=1392444454; rssi=-98; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:41:51.659716;666;H=64;T=28;Hs=26.00641;sp=2;sf=12;rx_timestamp=1415488368; rssi=-104; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:42:11.642785;667;H=64;T=28;Hs=26.00641;sp=20;sf=7;rx_timestamp=1434681354; rssi=-85; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
