2024-06-28 14:12:14.143759;416;H=36;T=40;Hs=30.17457;sp=20;sf=12;rx_timestamp=332388355; rssi=-88; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:40:25.607610;495;H=41;T=36;Hs=28.92768;sp=20;sf=7;rx_timestamp=2024266440; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:40:48.651048;496;H=41;T=36;Hs=28.92768;sp=20;sf=12;rx_timestamp=2047306326; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:41:09.113118;497;H=44;T=34;Hs=28.85643;sp=2;sf=7;rx_timestamp=2067562214; rssi=-103; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:41:32.149845;498;H=44;T=34;Hs=28.85643;sp=2;sf=12;rx_timestamp=2090601092; rssi=-105; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:41:51.139068;499;H=44;T=34;Hs=28.85643;sp=20;sf=7;rx_timestamp=2109794070; rssi=-87; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:42:14.080180;500;H=44;T=34;Hs=28.85643;sp=20;sf=12;rx_timestamp=2132834961; rssi=-88; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:42:34.657209;501;H=45;T=34;Hs=28.57143;sp=2;sf=7;rx_timestamp=2153087852; rssi=-103; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:42:57.582768;502;H=45;T=34;Hs=28.57143;sp=2;sf=12;rx_timestamp=2176139739; rssi=-104; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:43:16.707033;503;H=45;T=34;Hs=28.57143;sp=20;sf=7;rx_timestamp=2195360708; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:43:39.645627;504;H=45;T=34;Hs=28.57143;sp=20;sf=12;rx_timestamp=2218401606; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:44:00.602079;505;H=46;T=34;Hs=28.28643;sp=2;sf=7;rx_timestamp=2238659481; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:44:23.148400;506;H=46;T=34;Hs=28.28643;sp=2;sf=12;rx_timestamp=2261700374; rssi=-104; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:44:42.144040;507;H=46;T=34;Hs=28.28643;sp=20;sf=7;rx_timestamp=2280893344; rssi=-88; snr=7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:45:05.578489;508;H=46;T=34;Hs=28.28643;sp=20;sf=12;rx_timestamp=2303934229; rssi=-88; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:45:25.638282;509;H=43;T=34;Hs=28.50018;sp=2;sf=7;rx_timestamp=2324188118; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:45:49.074796;510;H=43;T=34;Hs=28.50018;sp=2;sf=12;rx_timestamp=2347227013; rssi=-105; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:46:08.171481;511;H=43;T=34;Hs=28.50018;sp=20;sf=7;rx_timestamp=2366421980; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:46:31.107336;512;H=43;T=34;Hs=28.50018;sp=20;sf=12;rx_timestamp=2389461864; rssi=-91; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:46:51.667063;513;H=45;T=34;Hs=28.28643;sp=2;sf=7;rx_timestamp=2409717756; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:47:14.109863;514;H=45;T=34;Hs=28.28643;sp=2;sf=12;rx_timestamp=2432758650; rssi=-105; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:47:33.609090;515;H=45;T=34;Hs=28.28643;sp=20;sf=7;rx_timestamp=2451951621; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:47:56.146739;516;H=45;T=34;Hs=28.28643;sp=20;sf=12;rx_timestamp=2474994502; rssi=-89; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:48:18.588759;517;H=47;T=34;Hs=27.89455;sp=2;sf=7;rx_timestamp=2497340383; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:48:42.124437;518;H=47;T=34;Hs=27.89455;sp=2;sf=12;rx_timestamp=2520381271; rssi=-104; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:49:01.130072;519;H=47;T=34;Hs=27.89455;sp=20;sf=7;rx_timestamp=2539576247; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:49:24.171549;520;H=47;T=34;Hs=27.89455;sp=20;sf=12;rx_timestamp=2562617131; rssi=-91; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:49:44.246291;521;H=47;T=34;Hs=27.6808;sp=2;sf=7;rx_timestamp=2582870968; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:50:07.249770;522;H=47;T=34;Hs=27.6808;sp=2;sf=12;rx_timestamp=2605752235; rssi=-103; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:50:27.159816;523;H=47;T=34;Hs=27.6808;sp=20;sf=7;rx_timestamp=2625108831; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:50:49.594617;524;H=47;T=34;Hs=27.6808;sp=20;sf=12;rx_timestamp=2648149728; rssi=-91; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:51:10.159648;525;H=50;T=34;Hs=28.28643;sp=2;sf=7;rx_timestamp=2668405652; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:51:32.804634;526;H=50;T=34;Hs=28.28643;sp=2;sf=12;rx_timestamp=2691444539; rssi=-105; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:51:52.597449;527;H=50;T=34;Hs=28.28643;sp=20;sf=7;rx_timestamp=2710638512; rssi=-88; snr=7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:52:15.625613;528;H=50;T=34;Hs=28.28643;sp=20;sf=12;rx_timestamp=2733679414; rssi=-88; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:52:35.085841;529;H=50;T=33;Hs=27.64517;sp=2;sf=7;rx_timestamp=2753932297; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:52:58.273028;530;H=50;T=33;Hs=27.64517;sp=2;sf=12;rx_timestamp=2776976186; rssi=-105; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:53:17.621298;531;H=50;T=33;Hs=27.64517;sp=20;sf=7;rx_timestamp=2796169157; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:53:40.657442;532;H=50;T=33;Hs=27.64517;sp=20;sf=12;rx_timestamp=2819209044; rssi=-88; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:54:01.126216;533;H=52;T=33;Hs=27.85892;sp=2;sf=7;rx_timestamp=2839463938; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:54:23.660272;534;H=52;T=33;Hs=27.85892;sp=2;sf=12;rx_timestamp=2862502826; rssi=-104; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:54:43.153927;535;H=52;T=33;Hs=27.85892;sp=20;sf=7;rx_timestamp=2881695802; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:55:06.595034;536;H=52;T=33;Hs=27.85892;sp=20;sf=12;rx_timestamp=2904738685; rssi=-89; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:55:49.088362;538;H=51;T=33;Hs=28.07267;sp=2;sf=12;rx_timestamp=2948033470; rssi=-104; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:56:08.678092;539;H=51;T=33;Hs=28.07267;sp=20;sf=7;rx_timestamp=2967228441; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:56:32.269437;540;H=51;T=33;Hs=28.07267;sp=20;sf=12;rx_timestamp=2990269340; rssi=-89; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:56:51.673901;541;H=51;T=33;Hs=28.07267;sp=2;sf=7;rx_timestamp=3010525221; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:57:15.119435;542;H=51;T=33;Hs=28.07267;sp=2;sf=12;rx_timestamp=3033566115; rssi=-104; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:57:34.614278;543;H=51;T=33;Hs=28.07267;sp=20;sf=7;rx_timestamp=3052759088; rssi=-87; snr=7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:57:57.656790;544;H=51;T=33;Hs=28.07267;sp=20;sf=12;rx_timestamp=3075799979; rssi=-83; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:58:17.619456;545;H=55;T=32;Hs=28.1083;sp=2;sf=7;rx_timestamp=3096053828; rssi=-99; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:58:40.083605;546;H=55;T=32;Hs=28.1083;sp=2;sf=12;rx_timestamp=3118929086; rssi=-103; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:59:00.139361;547;H=55;T=32;Hs=28.1083;sp=20;sf=7;rx_timestamp=3138285701; rssi=-88; snr=7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 14:59:23.082682;548;H=55;T=32;Hs=28.1083;sp=20;sf=12;rx_timestamp=3161326600; rssi=-85; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:00:06.125427;550;H=52;T=32;Hs=27.85892;sp=2;sf=12;rx_timestamp=3204665423; rssi=-103; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:00:25.119033;551;H=52;T=32;Hs=27.85892;sp=20;sf=7;rx_timestamp=3223858385; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:00:48.158637;552;H=52;T=32;Hs=27.85892;sp=20;sf=12;rx_timestamp=3246899279; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:01:08.612310;553;H=54;T=31;Hs=28.32205;sp=2;sf=7;rx_timestamp=3267153179; rssi=-103; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
